latitude,longitude,address,city,zip,township,propertyclasscode,neighborhoodid,lasttransferred,sidewalks,value,ownerstate,ownerzip
39.849099,-86.132708,5271 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802079190,,N,168200,IN,46220
39.864878,-86.142202,6027 WINTHROP AV,INDIANAPOLIS,46220,8,510,803675215,4/18/2016,N,321300,IN,46220
39.852025,-86.150098,5435 CENTRAL AV,INDIANAPOLIS,46220,8,510,803075210,12/15/2016,N,576900,IN,46220
39.855922,-86.141481,5656 WINTHROP AV,INDIANAPOLIS,46220,8,510,802775196,,N,248300,IN,46220
39.863263,-86.081036,5217 FALL CREEK RD,INDIANAPOLIS,46220,4,510,404182174,,N,560200,IN,46220
39.867967,-86.130611,6188 KINGSLEY DR,INDIANAPOLIS,46220,8,510,802181205,11/6/2014,Y,476400,IN,46220
39.880195,-86.135132,6750 SPIRIT LAKE DR,INDIANAPOLIS,46220,8,550,802272107,,N,284700,IN,46220
39.876635,-86.142575,937 JUNCTION PL,INDIANAPOLIS,46220,8,550,824372220,5/21/2018,N,283300,IN,46220
39.876305,-86.140279,1138 RESERVE WA,INDIANAPOLIS,46220,8,550,824472153,10/16/2015,N,289800,IN,46220
39.876601,-86.140558,1111 RESERVE WA,INDIANAPOLIS,46220,8,550,824472153,7/31/2012,N,178900,IN,46220
39.881782,-86.137226,1215 WESTFIELD CT,INDIANAPOLIS,46220,8,510,802376225,7/3/2018,N,339800,IN,46220
39.86772,-86.082459,6140 N EMERSON AV,INDIANAPOLIS,46220,4,510,403982139,12/27/2018,N,152500,IN,46220
39.862973,-86.079954,5914 WYCOMBE LN,INDIANAPOLIS,46220,4,510,404182174,,N,368800,IN,46220
39.862039,-86.079525,5868 WYCOMBE LN,INDIANAPOLIS,46220,4,510,404182174,,N,522500,IN,46220
39.860937,-86.079216,5836 WYCOMBE LN,INDIANAPOLIS,46220,4,510,404182174,,N,593400,IN,46220
39.877081,-86.141915,6676 CORNELL AV,INDIANAPOLIS,46220,8,550,824372220,4/26/2017,N,285300,IN,46220
39.881671,-86.079916,5302 E 70TH ST,INDIANAPOLIS,46220,8,510,801166130,,N,208200,IN,46220
39.853491,-86.154813,5538 N PENNSYLVANIA ST,INDIANAPOLIS,46220,8,510,802575130,4/26/2012,N,770700,IN,46220
39.872415,-86.142887,6372 GUILFORD AV,INDIANAPOLIS,46220,8,429,8429303,10/9/2013,N,219000,IN,46220
39.848401,-86.153557,5251 N DELAWARE ST,INDIANAPOLIS,46220,8,510,802275235,,N,331500,IN,46220
39.860588,-86.152598,5832 N WASHINGTON BL,INDIANAPOLIS,46220,8,510,803275225,5/28/2013,N,499000,IN,46220
39.849912,-86.145806,5337 N COLLEGE AV,INDIANAPOLIS,46220,8,510,832475183,,N,95200,IN,46220
39.850397,-86.147093,5351 BROADWAY ST,INDIANAPOLIS,46220,8,510,832375211,5/16/2019,N,240800,IN,46220
39.859364,-86.144886,725 E 58TH ST,INDIANAPOLIS,46220,8,510,803275225,,N,558400,IN,46220
39.847531,-86.152376,5222 N WASHINGTON BL,INDIANAPOLIS,46220,8,510,802275235,12/16/2016,N,644900,IN,46220
39.847821,-86.143736,5235 CARROLLTON AV,INDIANAPOLIS,46220,8,510,842475194,6/10/2011,N,166600,IN,46220
39.877056,-86.14111,1014 RESERVE WA,INDIANAPOLIS,46220,8,550,824472153,4/21/2010,N,270400,IN,46220
39.850137,-86.145807,5347 N COLLEGE AV,INDIANAPOLIS,46220,8,550,806072215,7/15/2014,N,114200,IN,46220
39.868624,-86.088713,4740 E 62ND ST,INDIANAPOLIS,46220,8,500,801177133,12/4/2013,N,7700,IN,46220
39.86562,-86.08081,6024 WEXFORD RD,INDIANAPOLIS,46220,4,510,403982139,,N,159400,IN,46220
39.867853,-86.079372,6136 RUCKER RD,INDIANAPOLIS,46220,4,510,403982139,12/17/2015,N,216200,IN,46220
39.867036,-86.070651,5659 E 62ND PL,INDIANAPOLIS,46220,4,510,403982139,,N,322100,IN,46220
39.869705,-86.070338,6225 GRAHAM RD,INDIANAPOLIS,46220,4,500,403982139,2/28/2012,N,10400,IN,46220
39.87152,-86.070359,6319 GRAHAM RD,INDIANAPOLIS,46220,4,500,403982139,12/13/2016,N,2500,IN,46220
39.872467,-86.06892,6349 BROKENHURST RD,INDIANAPOLIS,46220,4,510,403982139,12/12/2017,N,181500,IN,46220
39.875352,-86.067542,5846 ASHURST ST,INDIANAPOLIS,46220,4,510,403982139,,N,163800,IN,46220
39.873486,-86.067491,6422 BREAMORE RD,INDIANAPOLIS,46220,4,510,403982139,,N,286200,IN,46220
39.88276,-86.063147,7031 CRICKLEWOOD RD,INDIANAPOLIS,46220,4,510,403382131,,N,245800,IN,46220
39.88043,-86.117341,6857 N RURAL ST,INDIANAPOLIS,46220,8,511,815077150,7/12/2017,N,113000,IN,46220
39.881347,-86.115869,6915 N OXFORD ST,INDIANAPOLIS,46220,8,510,802269135,,N,133200,IN,46220
39.862314,-86.130921,1660 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,686,830151100,12/22/2008,N,1269500,IN,46220
39.879032,-86.082354,5235 E 68TH ST,INDIANAPOLIS,46220,8,510,801166130,2/11/2015,N,183900,IN,46220
39.879008,-86.084831,5129 E 68TH ST,INDIANAPOLIS,46220,8,510,801166130,,N,242000,IN,46220
39.877054,-86.086362,5041 E 66TH ST,INDIANAPOLIS,46220,8,510,801166130,,N,215500,IN,46220
39.875299,-86.072054,5628 ASHURST ST,INDIANAPOLIS,46220,8,510,801166130,9/20/2016,N,299200,IN,46220
39.873633,-86.071754,6428 BRAMSHAW RD,INDIANAPOLIS,46220,8,510,801166130,10/21/2010,N,184400,SC,46220
39.870801,-86.071755,6262 BRAMSHAW RD,INDIANAPOLIS,46220,8,510,801166130,,N,353400,IN,46220
39.870367,-86.070361,6249 GRAHAM RD,INDIANAPOLIS,46220,8,510,801166130,,N,281800,IN,46220
39.873571,-86.070351,6419 GRAHAM RD,INDIANAPOLIS,46220,8,510,801166130,12/21/2015,N,260300,IN,46220
39.855639,-86.152505,5654 N WASHINGTON BL,INDIANAPOLIS,46220,8,510,802975181,,N,409000,IN,46220
39.860546,-86.155062,5831 N PENNSYLVANIA ST,INDIANAPOLIS,46220,8,510,803275225,,N,457500,IN,46220
39.849646,-86.14374,5321 CARROLLTON AV,INDIANAPOLIS,46220,8,510,822475175,1/4/2016,N,158400,IN,46220
39.855347,-86.14148,5634 WINTHROP AV,INDIANAPOLIS,46220,8,510,812775225,11/1/2012,N,129000,IN,46220
39.857155,-86.146837,631 E 57TH ST,INDIANAPOLIS,46220,8,510,803075210,7/8/2011,N,374900,IN,46220
39.876758,-86.05652,6415 LANDBOROUGH S DR,INDIANAPOLIS,46220,4,510,403582135,,N,345200,IN,46220
39.87861,-86.059412,6216 LANDBOROUGH N DR,INDIANAPOLIS,46220,4,510,403582135,,N,402600,IN,46220
39.881451,-86.052822,6616 HYTHE RD,INDIANAPOLIS,46220,4,510,403382131,4/8/2015,N,230800,IN,46220
39.881367,-86.051989,6915 CHALCOT CI,INDIANAPOLIS,46220,4,510,403382131,5/28/2015,N,207900,IN,46220
39.853987,-86.105474,5525 ALLISONVILLE RD,INDIANAPOLIS,46220,8,510,801974195,6/29/2017,N,209700,IN,46220
39.876187,-86.052748,6640 E 65TH ST,INDIANAPOLIS,46220,4,510,403582135,8/3/2010,N,283700,IN,46220
39.875911,-86.053525,6467 JOHNSON RD,INDIANAPOLIS,46220,4,510,435082150,,N,325000,IN,46220
39.858107,-86.143284,5730 GUILFORD AV,INDIANAPOLIS,46220,8,510,803275225,5/27/2009,N,387200,FL,46220
39.878337,-86.147496,6733 RIVERVIEW DR,INDIANAPOLIS,46220,8,510,802488202,11/27/2017,N,248500,IN,46220
39.865766,-86.135228,6105 INDIANOLA AV,INDIANAPOLIS,46220,8,510,802178185,,N,209100,IN,46220
39.867171,-86.144725,6157 CARROLLTON AV,INDIANAPOLIS,46220,8,510,803275225,,N,209700,IN,46220
39.868635,-86.129737,1727 BROAD RIPPLE AV,INDIANAPOLIS,46220,8,510,802181205,11/9/2017,N,198200,IN,46220
39.880317,-86.051478,6707 MARMONT CI,INDIANAPOLIS,46220,4,510,403382131,,N,274900,IN,46220
39.861326,-86.114104,5850 N PARKER AV,INDIANAPOLIS,46220,8,510,802166150,4/18/2018,N,275700,IN,46220
39.849948,-86.133713,5328 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802079190,2/13/2018,N,200700,IN,46220
39.848514,-86.132696,5230 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802079190,,N,184100,IN,46220
39.863659,-86.155645,6021 GLADDEN DR,INDIANAPOLIS,46220,8,510,802470157,,N,151000,IN,46220
39.869222,-86.126899,6238 EVANSTON AV,INDIANAPOLIS,46220,8,510,802271150,12/6/2018,N,193400,IN,46220
39.883253,-86.117206,2801 E 71ST ST,INDIANAPOLIS,46220,8,511,815077150,10/21/2016,N,127600,IN,46220
39.876149,-86.049664,6826 E 65TH ST,INDIANAPOLIS,46220,4,510,403582135,,N,242200,IN,46220
39.879288,-86.049155,6840 CHAUCER CT,INDIANAPOLIS,46220,4,510,403582135,7/20/2012,N,255900,IN,46220
39.880344,-86.048907,6852 MARMONT CT,INDIANAPOLIS,46220,4,510,403582135,,N,249000,IN,46220
39.859733,-86.112231,5818 N OAKLAND AV,INDIANAPOLIS,46220,8,510,802166150,,N,165500,IN,46220
39.879128,-86.115118,2817 E 67TH ST,INDIANAPOLIS,46220,8,510,802271150,,N,154100,IN,46220
39.879091,-86.11678,2707 E 67TH ST,INDIANAPOLIS,46220,8,510,802271150,,N,118300,IN,46220
39.878147,-86.115111,2815 CANTERBURY LN,INDIANAPOLIS,46220,8,510,802271150,9/18/2015,N,133400,IN,46220
39.858678,-86.154905,5750 N PENNSYLVANIA ST,INDIANAPOLIS,46220,8,510,803174175,,N,307200,IN,46220
39.867745,-86.134079,6178 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802178185,3/17/2010,N,218700,IN,46220
39.867207,-86.153705,6177 N DELAWARE ST,INDIANAPOLIS,46220,8,510,802488202,4/17/2013,N,204700,IN,46220
39.855714,-86.152506,5653 N WASHINGTON BL,INDIANAPOLIS,46220,8,510,842975255,6/9/2014,N,825600,IN,46220
39.848426,-86.148548,5255 N PARK AV,INDIANAPOLIS,46220,8,510,832375211,12/1/2014,N,306900,IN,46220
39.862887,-86.083437,5107 FALL CREEK RD,INDIANAPOLIS,46220,4,510,404182174,11/27/2017,N,405500,IN,46220
39.863306,-86.080699,5225 FALL CREEK RD,INDIANAPOLIS,46220,4,510,404182174,6/9/2014,N,393400,IN,46220
39.865025,-86.077876,6064 ORCHARD HILL LN,INDIANAPOLIS,46220,4,500,403982139,,N,2400,IN,46220
39.846835,-86.152952,3208 E 52ND ST,INDIANAPOLIS,46220,8,510,802069145,7/2/2015,N,434900,IN,46220
39.854357,-86.105169,5550 ALLISONVILLE RD,INDIANAPOLIS,46220,8,510,802069145,,N,423700,IN,46220
39.85501,-86.109468,3333 E 56TH ST,INDIANAPOLIS,46220,8,510,802069145,,N,313500,IN,46220
39.876575,-86.14239,943 JUNCTION PL,INDIANAPOLIS,46220,8,550,824372220,5/28/2015,N,283300,IN,46220
39.876715,-86.142827,923 JUNCTION PL,INDIANAPOLIS,46220,8,550,824372220,6/1/2016,N,297000,IN,46220
39.873338,-86.117397,6435 N RURAL ST,INDIANAPOLIS,46220,8,510,802270140,7/18/2012,N,175400,IN,46220
39.846835,-86.152952,2104 E 52ND ST,INDIANAPOLIS,46220,8,431,8431300,,N,35300,IN,46220
39.848212,-86.10732,3600 DELMAR RD,INDIANAPOLIS,46220,8,510,801965093,12/13/2013,N,143600,IN,46220
39.864577,-86.123871,6034 HILLSIDE AVE E DR,INDIANAPOLIS,46220,8,510,802179190,9/23/2011,N,225400,IN,46220
39.863805,-86.12544,5948 HILLSIDE AVE W DR,INDIANAPOLIS,46220,8,510,802166150,,N,244100,IN,46220
39.863449,-86.126994,5933 EVANSTON AV,INDIANAPOLIS,46220,8,510,802179190,6/13/2018,N,268500,IN,46220
39.853326,-86.136089,5507 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802079190,,N,156000,IN,46220
39.85198,-86.133936,5419 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802079190,10/3/2011,N,178500,IN,46220
39.875957,-86.123041,2340 E 65TH ST,INDIANAPOLIS,46220,8,510,802278190,7/21/2017,N,128700,IN,46220
39.878549,-86.122216,6706 N KEYSTONE AV,INDIANAPOLIS,46220,8,510,802278190,5/10/2017,N,108800,IN,46220
39.878525,-86.052987,6635 LOWANNA WA,INDIANAPOLIS,46220,4,510,403582135,4/2/2013,N,296600,IN,46220
39.863634,-86.135213,5947 INDIANOLA AV,INDIANAPOLIS,46220,8,500,802178185,6/9/2017,N,1500,IN,46220
39.868056,-86.134078,6191 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802178185,9/7/2018,N,240200,IN,46220
39.872984,-86.142424,6410 CORNELL AV,INDIANAPOLIS,46220,8,420,8420303,,N,192300,IN,46220
39.868805,-86.063746,6180 HILLCREST LN,INDIANAPOLIS,46220,4,510,435082150,,N,387000,IN,46220
39.862653,-86.079855,5907 WYCOMBE LN,INDIANAPOLIS,46220,4,510,404182174,7/2/2015,N,385000,IN,46220
39.882783,-86.056326,6418 WELHAM RD,INDIANAPOLIS,46220,4,510,403382131,3/23/2012,N,243800,IN,46220
39.881213,-86.05949,6215 COLEBROOK DR,INDIANAPOLIS,46220,4,510,403382131,11/4/2013,N,242800,IN,46220
39.882115,-86.059607,6207 WELHAM RD,INDIANAPOLIS,46220,4,510,403382131,8/22/2017,N,259100,IN,46220
39.882781,-86.057672,6325 WELHAM RD,INDIANAPOLIS,46220,4,510,403382131,,N,276900,IN,46220
39.882339,-86.054269,7014 CREEKSIDE LN,INDIANAPOLIS,46220,4,510,403382131,9/1/2016,N,310800,IN,46220
39.880296,-86.05231,6638 MARMONT CI,INDIANAPOLIS,46220,4,510,403382131,,N,283800,IN,46220
39.868344,-86.142702,920 E 62ND ST,INDIANAPOLIS,46220,8,550,803972225,,N,170300,IN,46220
39.880952,-86.138593,6921 WESLEY CT,INDIANAPOLIS,46220,8,550,802472147,4/29/2019,N,195700,IN,46220
39.866611,-86.089274,6140 WINNPENY LN,INDIANAPOLIS,46220,8,510,801865121,7/9/2013,N,168900,IN,46220
39.863351,-86.092797,4602 KESSLER LN E DR,INDIANAPOLIS,46220,8,510,801865121,7/14/2009,N,160900,IN,46220
39.863499,-86.093249,4510 KESSLER LN E DR,INDIANAPOLIS,46220,8,510,801865121,6/17/2013,N,169600,IN,46220
39.856651,-86.087563,4926 KESSLER VIEW DR,INDIANAPOLIS,46220,8,511,801966102,5/4/2017,N,160100,IN,46220
39.874124,-86.088437,4849 E 64TH ST,INDIANAPOLIS,46220,8,511,813577135,,N,173200,IN,46220
39.860394,-86.103969,5803 SHERMAN AV,INDIANAPOLIS,46220,8,510,801875135,4/29/2011,N,210300,IN,46220
39.85668,-86.131729,5656 RALSTON AV,INDIANAPOLIS,46220,8,510,802178185,,N,114900,IN,46220
39.858612,-86.132869,5755 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802178185,8/19/2009,N,181000,IN,46220
39.852078,-86.139375,1207 NICHOLAS RD,INDIANAPOLIS,46220,8,510,802071160,,N,205100,IN,46220
39.862871,-86.105477,5905 N EWING ST,INDIANAPOLIS,46220,8,510,801871160,,N,152300,IN,46220
39.865021,-86.112522,6017 N OAKLAND AV,INDIANAPOLIS,46220,8,510,802169155,12/13/2012,N,153200,IN,46220
39.869771,-86.079371,6296 RUCKER RD,INDIANAPOLIS,46220,8,447,8447304,,N,13600,IN,46220
39.868151,-86.057386,6160 AUTUMN LN,INDIANAPOLIS,46220,4,510,435082150,,N,256500,IN,46220
39.883215,-86.096225,4271 E 71ST ST,INDIANAPOLIS,46220,8,511,801777200,,N,339800,IN,46220
39.852073,-86.138439,1223 NICHOLAS RD,INDIANAPOLIS,46220,8,510,802071160,3/12/2018,N,159900,IN,46220
39.871654,-86.067487,6323 BREAMORE RD,INDIANAPOLIS,46220,4,510,403982139,12/8/2009,N,178100,IN,46220
39.874025,-86.067455,6435 BREAMORE RD,INDIANAPOLIS,46220,4,510,403982139,2/11/2019,N,280700,IN,46220
39.858469,-86.092067,4528 SPRUCE KNOLL LN,INDIANAPOLIS,46220,8,510,801880102,,N,176400,IN,46220
39.880286,-86.080134,5241 E 69TH ST,INDIANAPOLIS,46220,8,510,801166130,5/12/2016,N,227100,IN,46220
39.880246,-86.084685,5029 E 69TH ST,INDIANAPOLIS,46220,8,510,801166130,4/15/2013,N,187900,IN,46220
39.872027,-86.095286,6305 ALLISONVILLE RD,INDIANAPOLIS,46220,8,511,813577135,1/6/2016,N,233100,IN,46220
39.863984,-86.141116,6001 BIRCHWOOD AV,INDIANAPOLIS,46220,8,510,803775205,6/15/2018,N,227700,IN,46220
39.854982,-86.138195,1148 E 56TH ST,INDIANAPOLIS,46220,8,510,802174175,,N,178000,IN,46220
39.865209,-86.059911,6046 MARGAUX LN,INDIANAPOLIS,46220,4,510,404582138,,N,358900,IL,46220
39.865292,-86.053567,6553 CALAIS CI,INDIANAPOLIS,46220,4,510,404582138,,N,418100,IN,46220
39.86462,-86.072619,5549 FALL CREEK RD,INDIANAPOLIS,46220,4,510,404182174,11/3/2010,N,553500,IN,46220
39.865147,-86.150302,6046 CENTRAL AV,INDIANAPOLIS,46220,8,510,803275225,,N,347300,IN,46220
39.867543,-86.135242,6218 INDIANOLA AV,INDIANAPOLIS,46220,8,510,802178185,8/31/2017,N,219000,IN,46220
39.882209,-86.064336,6942 CRICKLEWOOD RD,INDIANAPOLIS,46220,4,510,403382131,10/3/2014,N,204100,IN,46220
39.882727,-86.064049,7011 CRICKLEWOOD RD,INDIANAPOLIS,46220,4,510,403382131,4/26/2017,N,268300,IN,46220
39.866087,-86.073498,5511 E 62ND PL,INDIANAPOLIS,46220,4,510,403982139,,N,240900,IN,46220
39.868065,-86.071815,6131 BRAMSHAW RD,INDIANAPOLIS,46220,4,510,403982139,8/31/2017,N,230500,IN,46220
39.871123,-86.07038,6309 GRAHAM RD,INDIANAPOLIS,46220,4,500,403982139,,N,10400,IN,46220
39.868699,-86.11342,2930 E 62ND ST,INDIANAPOLIS,46220,8,520,802269135,,N,147900,IN,46220
39.85287,-86.092799,5517 N DREXEL AV,INDIANAPOLIS,46220,8,510,801969116,5/9/2016,N,118300,IN,46220
39.878878,-86.104463,6702 SUNNY LN,INDIANAPOLIS,46220,8,510,801769162,12/6/2017,N,366100,IN,46220
39.864905,-86.086633,5876 LINTON LN,INDIANAPOLIS,46220,8,510,801865121,12/1/2014,N,146000,IN,46220
39.863724,-86.087897,5815 LINTON LN,INDIANAPOLIS,46220,8,510,801865121,,N,180900,DC,46220
39.881736,-86.061526,6130 HYTHE RD,INDIANAPOLIS,46220,4,510,403382131,11/13/2014,N,286900,IN,46220
39.879021,-86.062145,6716 FARMLEIGH DR,INDIANAPOLIS,46220,4,510,403382131,,N,286200,IN,46220
39.877689,-86.064033,6002 FARMLEIGH DR,INDIANAPOLIS,46220,4,510,403382131,3/6/2019,N,236100,IN,46220
39.880501,-86.062134,6825 FARMLEIGH DR,INDIANAPOLIS,46220,4,510,403382131,,N,265500,IN,46220
39.868151,-86.057386,6150 AUTUMN LN,INDIANAPOLIS,46220,4,510,435082150,,N,344100,IN,46220
39.87668,-86.073508,5533 E LAKELAND DR,INDIANAPOLIS,46220,8,510,801166130,,N,145400,IN,46220
39.859516,-86.102213,5771 ROLLING PINES CT,INDIANAPOLIS,46220,8,510,801865121,,N,297100,IN,46220
39.869935,-86.067496,6245 BREAMORE RD,INDIANAPOLIS,46220,4,510,403982139,1/10/2014,N,206100,IN,46220
39.869598,-86.06606,6226 HARBRIDGE RD,INDIANAPOLIS,46220,4,510,403982139,,N,276300,IN,46220
39.874091,-86.06601,6427 HARBRIDGE RD,INDIANAPOLIS,46220,4,510,403982139,,N,219100,IN,46220
39.866673,-86.062508,6084 FALL CREEK RD,INDIANAPOLIS,46220,4,510,435082150,,N,394800,IN,46220
39.880341,-86.049269,6842 MARMONT CT,INDIANAPOLIS,46220,4,510,403582135,4/17/2017,N,289700,IN,46220
39.848165,-86.10413,3712 DELMAR RD,INDIANAPOLIS,46220,8,510,801965093,,N,128000,IN,46220
39.882209,-86.144553,716 E 70TH PL,INDIANAPOLIS,46220,8,511,819077190,,N,383700,IN,46220
39.859545,-86.13743,5817 CRESTVIEW AV,INDIANAPOLIS,46220,8,510,802174175,10/8/2013,N,280300,TX,46220
39.860921,-86.139958,5869 CARVEL AV,INDIANAPOLIS,46220,8,510,802174175,,N,246100,IN,46220
39.878791,-86.108517,6701 N OLNEY ST,INDIANAPOLIS,46220,8,510,801765120,,N,264800,IN,46220
39.878934,-86.108513,6706 N OLNEY ST,INDIANAPOLIS,46220,8,510,801777200,,N,209800,IN,46220
39.853902,-86.139007,1211 CRAWFORD DR,INDIANAPOLIS,46220,8,510,802079190,7/17/2017,N,216900,IN,46220
39.851924,-86.136119,5420 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802071160,6/19/2018,N,206400,IN,46220
39.86358,-86.115833,5917 N OXFORD ST,INDIANAPOLIS,46220,8,510,802166150,,N,166200,IN,46220
39.867653,-86.115882,6174 N OXFORD ST,INDIANAPOLIS,46220,8,510,802166150,9/2/2016,N,206700,IN,46220
39.859064,-86.13912,1138 E 58TH ST,INDIANAPOLIS,46220,8,510,802174175,9/21/2012,N,382000,IN,46220
39.881337,-86.125676,7004 CAROLINE AV,INDIANAPOLIS,46220,8,510,802271150,8/28/2015,N,132900,IN,46220
39.882582,-86.124832,7050 CAROLINE AV,INDIANAPOLIS,46220,8,510,802271150,6/13/2018,N,213100,IN,46220
39.864309,-86.154823,6060 GLADDEN DR,INDIANAPOLIS,46220,8,500,802470157,4/6/2017,N,18400,IN,46220
39.850176,-86.13032,5335 NORWALDO AV,INDIANAPOLIS,46220,8,510,802074170,,N,126100,IN,46220
39.848614,-86.129157,5228 NORWALDO AV,INDIANAPOLIS,46220,8,510,802074170,7/25/2017,N,139400,IN,46220
